MET: 00:00:00:073 | Thrust: 264.53 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 6.61
MET: 00:00:01:012 | Thrust: 306.74 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 51.45
MET: 00:00:01:069 | Thrust: 71.30 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 53.23
MET: 00:00:01:133 | Thrust: 270.29 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 59.99
MET: 00:00:01:187 | Thrust: 399.06 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 69.96
MET: 00:00:01:244 | Thrust: 257.92 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 76.41
MET: 00:00:01:304 | Thrust: 13.44 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 76.75
MET: 00:00:01:359 | Thrust: 216.29 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 82.15
MET: 00:00:01:418 | Thrust: 237.21 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 88.08
MET: 00:00:01:473 | Thrust: 109.18 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 90.81
MET: 00:00:01:529 | Thrust: 41.64 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 91.85
MET: 00:00:01:586 | Thrust: 107.16 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 94.53
MET: 00:00:01:642 | Thrust: 74.47 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 96.40
MET: 00:00:01:703 | Thrust: 13.95 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 96.74
MET: 00:00:01:762 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 96.74
MET: 00:00:01:823 | Thrust: 38.80 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 97.71
MET: 00:00:01:886 | Thrust: 66.25 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 99.37
MET: 00:00:01:948 | Thrust: 16.15 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 99.77
MET: 00:00:02:006 | Thrust: 103.77 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 102.37
MET: 00:00:02:069 | Thrust: 199.94 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 107.37
MET: 00:00:02:125 | Thrust: 164.38 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 111.48
MET: 00:00:02:178 | Thrust: 24.11 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 112.08
MET: 00:00:02:237 | Thrust: 255.93 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 118.48
MET: 00:00:02:299 | Thrust: 353.05 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 127.30
MET: 00:00:02:351 | Thrust: 203.34 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 132.39
MET: 00:00:02:406 | Thrust: 133.16 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 135.72
MET: 00:00:02:468 | Thrust: 364.80 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 144.84
MET: 00:00:02:525 | Thrust: 329.00 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 153.06
MET: 00:00:02:581 | Thrust: 98.24 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 155.52
MET: 00:00:02:637 | Thrust: 141.23 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 159.05
MET: 00:00:02:695 | Thrust: 235.15 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 164.93
MET: 00:00:02:753 | Thrust: 160.50 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 168.94
MET: 00:00:02:813 | Thrust: 14.51 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 169.30
MET: 00:00:02:875 | Thrust: 81.79 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 171.35
MET: 00:00:02:937 | Thrust: 79.98 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 173.35
MET: 00:00:02:994 | Thrust: 26.08 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 174.00
MET: 00:00:03:056 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 174.00
