MET: 00:00:00:085 | Thrust: 340.39 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 8.51
MET: 00:00:03:212 | Thrust: 171.50 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 198.10
MET: 00:00:03:271 | Thrust: 199.57 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 203.09
MET: 00:00:03:335 | Thrust: 98.62 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 205.56
MET: 00:00:03:403 | Thrust: 21.08 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 206.09
MET: 00:00:03:464 | Thrust: 68.05 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 207.79
MET: 00:00:03:526 | Thrust: 38.36 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 208.75
MET: 00:00:03:583 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 208.75
MET: 00:00:03:640 | Thrust: 15.49 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 209.13
MET: 00:00:03:703 | Thrust: 75.62 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 211.02
MET: 00:00:03:762 | Thrust: 104.82 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 213.65
MET: 00:00:03:822 | Thrust: 35.18 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 214.52
MET: 00:00:03:881 | Thrust: 116.04 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 217.43
MET: 00:00:03:946 | Thrust: 238.52 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 223.39
MET: 00:00:04:007 | Thrust: 208.72 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 228.61
MET: 00:00:04:085 | Thrust:  0.15 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 228.61
MET: 00:00:04:167 | Thrust: 268.12 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 235.31
MET: 00:00:04:226 | Thrust: 397.58 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 245.25
MET: 00:00:04:288 | Thrust: 255.64 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 251.64
MET: 00:00:04:353 | Thrust: 87.58 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 253.83
MET: 00:00:04:430 | Thrust: 314.30 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 261.69
MET: 00:00:04:493 | Thrust: 302.59 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 269.26
MET: 00:00:04:554 | Thrust: 108.71 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 271.97
MET: 00:00:04:618 | Thrust: 102.65 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 274.54
MET: 00:00:04:683 | Thrust: 191.76 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 279.33
MET: 00:00:04:746 | Thrust: 136.19 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 282.74
MET: 00:00:04:808 | Thrust: 21.19 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 283.27
MET: 00:00:04:870 | Thrust: 49.25 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 284.50
MET: 00:00:04:928 | Thrust: 39.91 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 285.50
MET: 00:00:04:983 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 285.50
MET: 00:00:05:049 | Thrust:  1.75 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 285.54
MET: 00:00:05:107 | Thrust: 61.88 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 287.09
MET: 00:00:05:164 | Thrust: 118.57 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 290.05
MET: 00:00:05:218 | Thrust: 87.12 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 292.23
MET: 00:00:05:276 | Thrust: 52.37 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 293.54
MET: 00:00:05:336 | Thrust: 214.50 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 298.90
MET: 00:00:05:395 | Thrust: 260.49 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 305.41
MET: 00:00:05:461 | Thrust: 111.09 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 308.19
MET: 00:00:05:527 | Thrust: 168.21 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 312.40
MET: 00:00:05:588 | Thrust: 388.16 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 322.10
MET: 00:00:05:649 | Thrust: 363.95 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 331.20
MET: 00:00:05:727 | Thrust: 53.17 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 332.53
MET: 00:00:05:790 | Thrust: 233.95 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 338.38
MET: 00:00:05:850 | Thrust: 319.92 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 346.38
MET: 00:00:05:917 | Thrust: 191.43 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 351.16
MET: 00:00:05:986 | Thrust: 21.07 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 351.69
MET: 00:00:06:064 | Thrust: 160.16 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 355.69
MET: 00:00:06:152 | Thrust: 156.86 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 359.61
MET: 00:00:06:227 | Thrust: 60.83 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 361.13
MET: 00:00:06:294 | Thrust: 24.34 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 361.74
MET: 00:00:06:350 | Thrust: 36.51 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 362.66
MET: 00:00:06:409 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 362.66
MET: 00:00:06:465 | Thrust: 12.22 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 362.96
MET: 00:00:06:522 | Thrust: 40.47 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 363.97
MET: 00:00:06:582 | Thrust: 117.61 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 366.91
MET: 00:00:06:638 | Thrust: 128.24 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 370.12
MET: 00:00:06:697 | Thrust: 17.80 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 370.56
MET: 00:00:06:760 | Thrust: 163.87 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 374.66
MET: 00:00:06:817 | Thrust: 279.94 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 381.66
MET: 00:00:06:880 | Thrust: 208.25 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 386.87
MET: 00:00:06:975 | Thrust: 47.42 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 388.05
MET: 00:00:07:057 | Thrust: 330.59 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 396.32
MET: 00:00:07:126 | Thrust: 427.10 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 406.99
MET: 00:00:07:189 | Thrust: 187.32 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 411.68
MET: 00:00:07:257 | Thrust: 124.57 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 414.79
MET: 00:00:07:318 | Thrust: 297.56 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 422.23
MET: 00:00:07:376 | Thrust: 250.40 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 428.49
MET: 00:00:07:438 | Thrust: 63.12 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 430.07
MET: 00:00:07:515 | Thrust: 108.69 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 432.78
MET: 00:00:07:578 | Thrust: 158.07 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 436.74
MET: 00:00:07:666 | Thrust: 92.92 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 439.06
MET: 00:00:07:737 | Thrust:  3.59 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 439.15
MET: 00:00:07:806 | Thrust: 28.58 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 439.86
MET: 00:00:07:869 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 439.86
MET: 00:00:07:934 | Thrust: 24.66 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 440.48
MET: 00:00:08:002 | Thrust: 14.03 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 440.83
MET: 00:00:08:061 | Thrust: 102.06 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 443.38
MET: 00:00:08:149 | Thrust: 153.46 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 447.22
MET: 00:00:08:253 | Thrust: 85.76 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 449.36
MET: 00:00:08:328 | Thrust: 92.91 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 451.69
MET: 00:00:08:403 | Thrust: 264.66 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 458.30
MET: 00:00:08:463 | Thrust: 279.57 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 465.29
MET: 00:00:08:532 | Thrust: 79.25 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 467.27
MET: 00:00:08:598 | Thrust: 232.01 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 473.07
MET: 00:00:08:664 | Thrust: 437.28 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 484.00
MET: 00:00:08:728 | Thrust: 298.24 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 491.46
MET: 00:00:08:793 | Thrust:  0.26 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 491.47
MET: 00:00:08:855 | Thrust: 238.28 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 497.42
MET: 00:00:08:920 | Thrust: 278.31 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 504.38
MET: 00:00:08:992 | Thrust: 139.49 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 507.87
MET: 00:00:09:055 | Thrust: 43.74 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 508.96
MET: 00:00:09:118 | Thrust: 139.67 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 512.45
MET: 00:00:09:183 | Thrust: 113.48 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 515.29
MET: 00:00:09:253 | Thrust: 31.08 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 516.07
MET: 00:00:09:323 | Thrust: 17.10 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 516.50
MET: 00:00:09:387 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 516.50
MET: 00:00:09:457 | Thrust: 34.05 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 517.35
MET: 00:00:09:520 | Thrust: 14.15 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 517.70
MET: 00:00:09:584 | Thrust: 73.85 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 519.55
MET: 00:00:09:648 | Thrust: 159.64 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 523.54
MET: 00:00:09:717 | Thrust: 143.08 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 527.12
MET: 00:00:09:784 | Thrust: 10.43 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 527.38
MET: 00:00:09:851 | Thrust: 216.55 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 532.79
MET: 00:00:09:917 | Thrust: 316.21 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 540.70
MET: 00:00:09:985 | Thrust: 196.08 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 545.60
MET: 00:00:10:049 | Thrust: 104.65 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 548.21
MET: 00:00:10:123 | Thrust: 393.20 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 558.04
MET: 00:00:10:181 | Thrust: 372.16 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 567.35
MET: 00:00:10:251 | Thrust: 125.06 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 570.47
MET: 00:00:10:315 | Thrust: 149.45 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 574.21
MET: 00:00:10:378 | Thrust: 271.69 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 581.00
MET: 00:00:10:435 | Thrust: 198.55 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 585.97
MET: 00:00:10:495 | Thrust: 26.63 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 586.63
MET: 00:00:10:561 | Thrust: 103.95 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 589.23
MET: 00:00:10:632 | Thrust: 119.97 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 592.23
MET: 00:00:10:695 | Thrust: 54.71 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 593.60
MET: 00:00:10:759 | Thrust:  3.50 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 593.69
MET: 00:00:10:825 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 593.69
MET: 00:00:10:885 | Thrust: 39.22 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 594.67
MET: 00:00:10:945 | Thrust: 40.57 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 595.68
MET: 00:00:11:004 | Thrust: 36.48 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 596.59
MET: 00:00:11:065 | Thrust: 146.02 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 600.24
MET: 00:00:11:130 | Thrust: 182.66 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 604.81
MET: 00:00:11:196 | Thrust: 73.35 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 606.64
MET: 00:00:11:256 | Thrust: 141.58 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 610.18
MET: 00:00:11:315 | Thrust: 313.62 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 618.02
MET: 00:00:11:378 | Thrust: 288.60 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 625.24
MET: 00:00:11:438 | Thrust: 35.70 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 626.13
MET: 00:00:11:504 | Thrust: 300.35 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 633.64
MET: 00:00:11:568 | Thrust: 399.91 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 643.64
MET: 00:00:11:634 | Thrust: 234.34 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 649.49
MET: 00:00:11:702 | Thrust: 42.08 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 650.55
MET: 00:00:11:765 | Thrust: 231.37 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 656.33
MET: 00:00:11:829 | Thrust: 232.98 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 662.16
MET: 00:00:11:894 | Thrust: 93.70 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 664.50
MET: 00:00:11:952 | Thrust: 55.33 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 665.88
MET: 00:00:12:016 | Thrust: 111.57 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 668.67
MET: 00:00:12:087 | Thrust: 71.55 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 670.46
MET: 00:00:12:156 | Thrust: 10.53 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 670.72
MET: 00:00:12:219 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 670.72
MET: 00:00:12:283 | Thrust: 39.52 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 671.71
MET: 00:00:12:342 | Thrust: 61.96 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 673.26
MET: 00:00:12:405 | Thrust:  5.42 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 673.40
MET: 00:00:12:471 | Thrust: 114.28 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 676.25
MET: 00:00:12:532 | Thrust: 199.57 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 681.24
MET: 00:00:12:595 | Thrust: 148.03 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 684.94
MET: 00:00:12:654 | Thrust: 49.04 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 686.17
MET: 00:00:12:717 | Thrust: 272.13 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 692.97
