MET: 00:00:00:172 | Thrust: 74.42 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 1.86
MET: 00:00:02:093 | Thrust: 60.73 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 73.31
MET: 00:00:02:199 | Thrust: 78.41 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 75.27
MET: 00:00:02:302 | Thrust: 32.05 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 76.08
MET: 00:00:02:410 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 76.08
MET: 00:00:02:514 | Thrust: 27.32 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 76.76
MET: 00:00:02:624 | Thrust: 79.98 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 78.76
MET: 00:00:02:728 | Thrust: 78.07 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 80.71
MET: 00:00:02:835 | Thrust: 21.11 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 81.24
MET: 00:00:02:947 | Thrust: 165.32 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 85.37
MET: 00:00:03:056 | Thrust: 232.95 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 91.19
MET: 00:00:03:154 | Thrust: 131.07 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 94.47
MET: 00:00:03:271 | Thrust: 110.80 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 97.24
MET: 00:00:03:370 | Thrust: 334.78 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 105.61
MET: 00:00:03:462 | Thrust: 357.67 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 114.55
MET: 00:00:03:574 | Thrust: 115.62 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 117.44
MET: 00:00:03:682 | Thrust: 217.47 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 122.88
MET: 00:00:03:775 | Thrust: 355.67 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 131.77
MET: 00:00:03:895 | Thrust: 247.73 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 137.96
MET: 00:00:04:124 | Thrust: 12.51 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 138.28
MET: 00:00:04:243 | Thrust: 171.50 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 142.56
MET: 00:00:04:362 | Thrust: 199.57 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 147.55
MET: 00:00:04:482 | Thrust: 98.62 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 150.02
MET: 00:00:04:591 | Thrust: 21.08 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 150.55
MET: 00:00:04:710 | Thrust: 68.05 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 152.25
MET: 00:00:04:816 | Thrust: 38.36 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 153.21
MET: 00:00:04:919 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 153.21
MET: 00:00:05:017 | Thrust: 15.49 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 153.59
MET: 00:00:05:089 | Thrust: 75.62 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 155.48
MET: 00:00:05:176 | Thrust: 104.82 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 158.11
MET: 00:00:05:253 | Thrust: 35.18 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 158.98
MET: 00:00:05:326 | Thrust: 116.04 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 161.89
MET: 00:00:05:398 | Thrust: 238.52 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 167.85
MET: 00:00:05:470 | Thrust: 208.72 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 173.07
MET: 00:00:05:554 | Thrust:  0.15 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 173.07
MET: 00:00:05:626 | Thrust: 268.12 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 179.77
MET: 00:00:05:703 | Thrust: 397.58 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 189.71
MET: 00:00:05:785 | Thrust: 255.64 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 196.10
