MET: 00:00:00:094 | Thrust: 24.11 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 0.60
MET: 00:00:01:948 | Thrust: 359.26 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 117.55
MET: 00:00:02:010 | Thrust: 197.73 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 122.49
MET: 00:00:02:076 | Thrust: 48.64 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 123.71
MET: 00:00:02:137 | Thrust: 203.92 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 128.81
MET: 00:00:02:204 | Thrust: 191.92 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 133.61
MET: 00:00:02:262 | Thrust: 68.85 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 135.33
MET: 00:00:02:325 | Thrust: 46.27 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 136.48
MET: 00:00:02:386 | Thrust: 75.57 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 138.37
MET: 00:00:02:451 | Thrust: 34.98 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 139.25
MET: 00:00:02:514 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 139.25
MET: 00:00:02:576 | Thrust: 23.15 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 139.83
MET: 00:00:02:661 | Thrust: 79.49 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 141.81
MET: 00:00:02:717 | Thrust: 89.61 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 144.05
MET: 00:00:02:780 | Thrust:  0.39 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 144.06
MET: 00:00:02:841 | Thrust: 148.70 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 147.78
MET: 00:00:02:906 | Thrust: 238.60 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 153.75
MET: 00:00:02:979 | Thrust: 163.12 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 157.82
MET: 00:00:03:046 | Thrust: 69.46 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 159.56
MET: 00:00:03:112 | Thrust: 313.96 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 167.41
MET: 00:00:03:176 | Thrust: 378.49 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 176.87
MET: 00:00:03:240 | Thrust: 171.61 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 181.16
MET: 00:00:03:306 | Thrust: 170.39 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 185.42
MET: 00:00:03:382 | Thrust: 344.96 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 194.05
MET: 00:00:03:446 | Thrust: 272.70 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 200.86
MET: 00:00:03:507 | Thrust: 49.97 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 202.11
MET: 00:00:03:570 | Thrust: 147.39 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 205.80
MET: 00:00:03:634 | Thrust: 199.53 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 210.79
MET: 00:00:03:697 | Thrust: 114.66 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 213.65
MET: 00:00:03:756 | Thrust:  5.01 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 213.78
MET: 00:00:03:821 | Thrust: 61.79 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 215.32
MET: 00:00:03:884 | Thrust: 39.54 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 216.31
MET: 00:00:03:946 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 216.31
MET: 00:00:04:009 | Thrust: 10.40 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 216.57
MET: 00:00:04:079 | Thrust: 71.43 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 218.36
MET: 00:00:04:146 | Thrust: 111.72 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 221.15
MET: 00:00:04:213 | Thrust: 55.83 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 222.55
MET: 00:00:04:273 | Thrust: 93.11 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 224.87
MET: 00:00:04:344 | Thrust: 232.78 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 230.69
MET: 00:00:04:418 | Thrust: 231.91 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 236.49
MET: 00:00:04:483 | Thrust: 43.15 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 237.57
MET: 00:00:04:556 | Thrust: 233.42 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 243.40
MET: 00:00:04:623 | Thrust: 399.88 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 253.40
MET: 00:00:04:700 | Thrust: 301.44 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 260.94
MET: 00:00:04:774 | Thrust: 34.35 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 261.80
MET: 00:00:04:836 | Thrust: 287.87 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 268.99
MET: 00:00:04:912 | Thrust: 313.84 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 276.84
MET: 00:00:04:981 | Thrust: 142.39 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 280.40
MET: 00:00:05:051 | Thrust: 72.58 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 282.21
MET: 00:00:05:124 | Thrust: 182.38 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 286.77
MET: 00:00:05:197 | Thrust: 146.24 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 290.43
MET: 00:00:05:258 | Thrust: 36.87 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 291.35
MET: 00:00:05:321 | Thrust: 40.33 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 292.36
MET: 00:00:05:386 | Thrust: 39.19 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 293.34
MET: 00:00:05:454 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 293.34
MET: 00:00:05:527 | Thrust:  3.64 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 293.43
MET: 00:00:05:587 | Thrust: 54.51 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 294.79
MET: 00:00:05:652 | Thrust: 119.98 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 297.79
MET: 00:00:05:713 | Thrust: 104.36 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 300.40
MET: 00:00:05:778 | Thrust: 25.96 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 301.05
MET: 00:00:05:846 | Thrust: 198.09 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 306.00
MET: 00:00:05:914 | Thrust: 271.92 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 312.80
MET: 00:00:05:988 | Thrust: 150.40 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 316.56
MET: 00:00:06:056 | Thrust: 123.92 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 319.66
MET: 00:00:06:122 | Thrust: 371.66 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 328.95
MET: 00:00:06:184 | Thrust: 393.87 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 338.80
MET: 00:00:06:247 | Thrust: 105.95 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 341.44
MET: 00:00:06:319 | Thrust: 195.06 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 346.32
MET: 00:00:06:392 | Thrust: 316.04 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 354.22
MET: 00:00:06:454 | Thrust: 217.15 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 359.65
MET: 00:00:06:517 | Thrust: 11.24 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 359.93
MET: 00:00:06:581 | Thrust: 142.61 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 363.50
MET: 00:00:06:647 | Thrust: 159.67 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 367.49
MET: 00:00:06:717 | Thrust: 74.17 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 369.34
MET: 00:00:06:776 | Thrust: 13.88 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 369.69
MET: 00:00:06:847 | Thrust: 33.98 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 370.54
MET: 00:00:06:905 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 370.54
MET: 00:00:06:970 | Thrust: 17.22 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 370.97
MET: 00:00:07:035 | Thrust: 30.83 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 371.74
MET: 00:00:07:097 | Thrust: 113.35 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 374.57
MET: 00:00:07:159 | Thrust: 139.93 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 378.07
MET: 00:00:07:221 | Thrust: 44.40 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 379.18
MET: 00:00:07:295 | Thrust: 138.83 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 382.65
MET: 00:00:07:364 | Thrust: 278.21 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 389.61
MET: 00:00:07:428 | Thrust: 239.00 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 395.58
MET: 00:00:07:486 | Thrust:  0.95 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 395.61
MET: 00:00:07:555 | Thrust: 297.34 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 403.04
MET: 00:00:07:626 | Thrust: 437.44 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 413.98
MET: 00:00:07:688 | Thrust: 233.11 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 419.81
MET: 00:00:07:750 | Thrust: 78.06 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 421.76
MET: 00:00:07:821 | Thrust: 279.04 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 428.73
MET: 00:00:07:890 | Thrust: 264.97 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 435.36
MET: 00:00:07:953 | Thrust: 93.66 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 437.70
MET: 00:00:08:019 | Thrust: 85.15 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 439.83
MET: 00:00:08:076 | Thrust: 153.31 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 443.66
MET: 00:00:08:145 | Thrust: 102.28 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 446.22
MET: 00:00:08:205 | Thrust: 14.30 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 446.57
MET: 00:00:08:267 | Thrust: 24.56 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 447.19
MET: 00:00:08:330 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 447.19
MET: 00:00:08:392 | Thrust: 28.67 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 447.90
MET: 00:00:08:456 | Thrust:  3.32 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 447.99
MET: 00:00:08:520 | Thrust: 92.66 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 450.30
MET: 00:00:08:581 | Thrust: 158.15 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 454.26
MET: 00:00:08:640 | Thrust: 109.26 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 456.99
MET: 00:00:08:704 | Thrust: 62.34 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 458.55
MET: 00:00:08:771 | Thrust: 249.98 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 464.80
MET: 00:00:08:832 | Thrust: 297.95 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 472.25
MET: 00:00:08:896 | Thrust: 125.71 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 475.39
MET: 00:00:08:958 | Thrust: 186.13 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 480.04
MET: 00:00:09:023 | Thrust: 426.74 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 490.71
MET: 00:00:09:096 | Thrust: 331.35 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 498.99
MET: 00:00:09:167 | Thrust: 48.63 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 500.21
MET: 00:00:09:239 | Thrust: 207.42 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 505.40
MET: 00:00:09:302 | Thrust: 279.91 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 512.39
MET: 00:00:09:371 | Thrust: 164.46 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 516.51
MET: 00:00:09:446 | Thrust: 17.13 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 516.93
MET: 00:00:09:511 | Thrust: 127.92 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 520.13
MET: 00:00:09:572 | Thrust: 117.69 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 523.07
MET: 00:00:09:643 | Thrust: 40.70 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 524.09
MET: 00:00:09:711 | Thrust: 12.09 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 524.39
MET: 00:00:09:776 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 524.39
MET: 00:00:09:848 | Thrust: 36.56 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 525.31
MET: 00:00:09:914 | Thrust: 24.60 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 525.92
MET: 00:00:09:977 | Thrust: 60.48 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 527.43
MET: 00:00:10:041 | Thrust: 156.75 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 531.35
MET: 00:00:10:111 | Thrust: 160.56 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 535.37
MET: 00:00:10:172 | Thrust: 21.88 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 535.91
MET: 00:00:10:234 | Thrust: 190.74 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 540.68
MET: 00:00:10:295 | Thrust: 319.94 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 548.68
MET: 00:00:10:365 | Thrust: 234.87 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 554.55
MET: 00:00:10:430 | Thrust: 51.83 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 555.85
MET: 00:00:10:496 | Thrust: 363.11 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 564.93
MET: 00:00:10:562 | Thrust: 388.48 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 574.64
