MET: 00:00:00:059 | Thrust: 49.63 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 1.24
MET: 00:00:10:369 | Thrust: 10.73 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 544.72
MET: 00:00:10:430 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 544.72
MET: 00:00:10:491 | Thrust: 39.48 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 545.71
MET: 00:00:10:559 | Thrust: 62.22 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 547.26
MET: 00:00:10:636 | Thrust:  6.05 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 547.41
MET: 00:00:10:692 | Thrust: 113.68 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 550.25
MET: 00:00:10:759 | Thrust: 199.64 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 555.25
MET: 00:00:10:817 | Thrust: 149.03 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 558.97
MET: 00:00:10:878 | Thrust: 47.58 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 560.16
MET: 00:00:10:941 | Thrust: 271.23 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 566.94
MET: 00:00:11:003 | Thrust: 345.84 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 575.59
MET: 00:00:11:068 | Thrust: 173.53 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 579.93
MET: 00:00:11:129 | Thrust: 168.09 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 584.13
MET: 00:00:11:191 | Thrust: 377.35 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 593.56
MET: 00:00:11:254 | Thrust: 315.48 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 601.45
MET: 00:00:11:318 | Thrust: 72.17 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 603.25
MET: 00:00:11:381 | Thrust: 161.14 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 607.28
MET: 00:00:11:453 | Thrust: 238.36 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 613.24
MET: 00:00:11:522 | Thrust: 149.86 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 616.99
MET: 00:00:11:582 | Thrust:  1.00 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 617.01
MET: 00:00:11:646 | Thrust: 88.91 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 619.24
MET: 00:00:11:726 | Thrust: 79.56 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 621.22
MET: 00:00:11:787 | Thrust: 23.43 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 621.81
MET: 00:00:11:851 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 621.81
MET: 00:00:11:911 | Thrust: 34.81 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 622.68
MET: 00:00:11:974 | Thrust: 75.80 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 624.58
MET: 00:00:12:059 | Thrust: 47.23 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 625.76
MET: 00:00:12:128 | Thrust: 67.60 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 627.45
MET: 00:00:12:194 | Thrust: 191.42 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 632.23
MET: 00:00:12:255 | Thrust: 205.01 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 637.36
MET: 00:00:12:320 | Thrust: 51.04 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 638.63
MET: 00:00:12:383 | Thrust: 195.54 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 643.52
MET: 00:00:12:457 | Thrust: 359.05 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 652.50
MET: 00:00:12:531 | Thrust: 287.72 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 659.69
MET: 00:00:12:610 | Thrust: 16.68 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 660.11
MET: 00:00:12:679 | Thrust: 307.95 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 667.81
MET: 00:00:12:746 | Thrust: 356.04 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 676.71
MET: 00:00:12:806 | Thrust: 175.78 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 681.10
MET: 00:00:12:874 | Thrust: 71.75 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 682.90
MET: 00:00:12:934 | Thrust: 213.87 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 688.24
MET: 00:00:12:998 | Thrust: 186.48 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 692.90
MET: 00:00:13:069 | Thrust: 56.41 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 694.31
MET: 00:00:13:136 | Thrust: 55.45 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 695.70
MET: 00:00:13:207 | Thrust: 77.52 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 697.64
MET: 00:00:13:275 | Thrust: 33.22 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 698.47
MET: 00:00:13:347 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 698.47
MET: 00:00:13:414 | Thrust: 25.82 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 699.11
MET: 00:00:13:483 | Thrust: 79.97 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 701.11
MET: 00:00:13:565 | Thrust: 82.55 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 703.18
MET: 00:00:13:629 | Thrust: 13.13 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 703.51
MET: 00:00:13:693 | Thrust: 159.46 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 707.49
MET: 00:00:13:756 | Thrust: 235.56 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 713.38
MET: 00:00:13:824 | Thrust: 143.32 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 716.96
MET: 00:00:13:884 | Thrust: 95.59 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 719.35
MET: 00:00:13:944 | Thrust: 327.71 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 727.55
MET: 00:00:14:011 | Thrust: 366.21 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 736.70
MET: 00:00:14:078 | Thrust: 136.79 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 740.12
MET: 00:00:14:151 | Thrust: 200.34 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 745.13
MET: 00:00:14:217 | Thrust: 352.42 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 753.94
MET: 00:00:14:289 | Thrust: 257.59 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 760.38
MET: 00:00:14:351 | Thrust: 26.53 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 761.04
MET: 00:00:14:419 | Thrust: 162.85 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 765.12
MET: 00:00:14:476 | Thrust: 199.98 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 770.11
MET: 00:00:14:543 | Thrust: 104.82 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 772.74
MET: 00:00:14:597 | Thrust: 15.12 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 773.11
MET: 00:00:14:662 | Thrust: 65.86 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 774.76
MET: 00:00:14:725 | Thrust: 38.88 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 775.73
MET: 00:00:14:788 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 775.73
MET: 00:00:14:861 | Thrust: 13.62 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 776.07
MET: 00:00:14:931 | Thrust: 74.22 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 777.93
MET: 00:00:14:988 | Thrust: 107.62 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 780.62
