MET: 00:00:00:095 | Thrust: 123.92 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 3.10
MET: 00:00:03:121 | Thrust: 92.66 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 133.74
MET: 00:00:03:205 | Thrust: 158.15 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 137.70
MET: 00:00:03:281 | Thrust: 109.26 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 140.43
MET: 00:00:03:356 | Thrust: 62.34 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 141.99
MET: 00:00:03:433 | Thrust: 249.98 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 148.24
MET: 00:00:03:512 | Thrust: 297.95 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 155.69
MET: 00:00:03:576 | Thrust: 125.71 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 158.83
MET: 00:00:03:651 | Thrust: 186.13 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 163.48
MET: 00:00:03:727 | Thrust: 426.74 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 174.15
MET: 00:00:03:802 | Thrust: 331.35 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 182.43
MET: 00:00:03:885 | Thrust: 48.63 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 183.65
MET: 00:00:03:963 | Thrust: 207.42 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 188.84
MET: 00:00:04:036 | Thrust: 279.91 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 195.83
MET: 00:00:04:111 | Thrust: 164.46 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 199.95
MET: 00:00:04:195 | Thrust: 17.13 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 200.37
MET: 00:00:04:268 | Thrust: 127.92 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 203.57
MET: 00:00:04:344 | Thrust: 117.69 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 206.51
MET: 00:00:04:417 | Thrust: 40.70 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 207.53
MET: 00:00:04:502 | Thrust: 12.09 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 207.83
