MET: 00:00:00:133 | Thrust: 314.30 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 7.86
MET: 00:00:02:912 | Thrust: 40.47 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 110.14
MET: 00:00:02:979 | Thrust: 117.61 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 113.08
MET: 00:00:03:061 | Thrust: 128.24 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 116.28
MET: 00:00:03:139 | Thrust: 17.80 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 116.73
MET: 00:00:03:213 | Thrust: 163.87 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 120.83
MET: 00:00:03:299 | Thrust: 279.94 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 127.83
MET: 00:00:03:372 | Thrust: 208.25 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 133.03
MET: 00:00:03:446 | Thrust: 47.42 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 134.22
MET: 00:00:03:522 | Thrust: 330.59 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 142.48
MET: 00:00:03:592 | Thrust: 427.10 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 153.16
MET: 00:00:03:661 | Thrust: 187.32 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 157.84
MET: 00:00:03:733 | Thrust: 124.57 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 160.96
MET: 00:00:03:815 | Thrust: 297.56 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 168.40
MET: 00:00:03:904 | Thrust: 250.40 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 174.66
MET: 00:00:03:988 | Thrust: 63.12 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 176.23
MET: 00:00:04:053 | Thrust: 108.69 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 178.95
MET: 00:00:04:127 | Thrust: 158.07 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 182.90
MET: 00:00:04:205 | Thrust: 92.92 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 185.23
MET: 00:00:04:285 | Thrust:  3.59 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 185.32
MET: 00:00:04:366 | Thrust: 28.58 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 186.03
MET: 00:00:04:444 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 186.03
MET: 00:00:04:523 | Thrust: 24.66 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 186.65
MET: 00:00:04:602 | Thrust: 14.03 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 187.00
MET: 00:00:04:685 | Thrust: 102.06 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 189.55
MET: 00:00:04:759 | Thrust: 153.46 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 193.39
MET: 00:00:04:844 | Thrust: 85.76 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 195.53
MET: 00:00:04:926 | Thrust: 92.91 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 197.85
MET: 00:00:05:005 | Thrust: 264.66 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 204.47
MET: 00:00:05:079 | Thrust: 279.57 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 211.46
MET: 00:00:05:153 | Thrust: 79.25 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 213.44
MET: 00:00:05:232 | Thrust: 232.01 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 219.24
MET: 00:00:05:311 | Thrust: 437.28 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 230.17
MET: 00:00:05:383 | Thrust: 298.24 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 237.63
MET: 00:00:05:459 | Thrust:  0.26 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 237.63
MET: 00:00:05:555 | Thrust: 238.28 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 243.59
MET: 00:00:05:634 | Thrust: 278.31 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 250.55
MET: 00:00:05:706 | Thrust: 139.49 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 254.04
MET: 00:00:05:783 | Thrust: 43.74 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 255.13
MET: 00:00:05:859 | Thrust: 139.67 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 258.62
MET: 00:00:05:938 | Thrust: 113.48 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 261.46
MET: 00:00:06:014 | Thrust: 31.08 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 262.23
MET: 00:00:06:083 | Thrust: 17.10 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 262.66
MET: 00:00:06:155 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 262.66
MET: 00:00:06:234 | Thrust: 34.05 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 263.51
MET: 00:00:06:308 | Thrust: 14.15 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 263.87
MET: 00:00:06:374 | Thrust: 73.85 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 265.71
MET: 00:00:06:451 | Thrust: 159.64 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 269.70
MET: 00:00:06:533 | Thrust: 143.08 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 273.28
