MET: 00:00:00:116 | Thrust: 291.97 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 7.30
MET: 00:00:03:504 | Thrust: 87.21 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 133.57
MET: 00:00:03:579 | Thrust: 383.94 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 143.17
MET: 00:00:03:653 | Thrust: 378.37 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 152.63
MET: 00:00:03:734 | Thrust: 140.09 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 156.13
MET: 00:00:03:830 | Thrust: 136.59 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 159.54
MET: 00:00:03:904 | Thrust: 268.38 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 166.25
MET: 00:00:03:985 | Thrust: 204.40 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 171.36
MET: 00:00:04:091 | Thrust: 35.51 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 172.25
MET: 00:00:04:184 | Thrust: 98.38 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 174.71
MET: 00:00:04:271 | Thrust: 119.72 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 177.70
MET: 00:00:04:358 | Thrust: 57.27 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 179.13
MET: 00:00:04:450 | Thrust:  1.71 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 179.18
MET: 00:00:04:536 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 179.18
MET: 00:00:04:639 | Thrust: 39.53 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 180.17
MET: 00:00:04:721 | Thrust: 43.62 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 181.26
MET: 00:00:04:801 | Thrust: 31.31 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 182.04
MET: 00:00:04:891 | Thrust: 142.93 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 185.61
MET: 00:00:04:973 | Thrust: 186.13 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 190.27
MET: 00:00:05:053 | Thrust: 83.54 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 192.35
MET: 00:00:05:144 | Thrust: 130.59 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 195.62
MET: 00:00:05:229 | Thrust: 310.45 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 203.38
MET: 00:00:05:306 | Thrust: 297.97 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 210.83
MET: 00:00:05:388 | Thrust: 53.55 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 212.17
MET: 00:00:05:461 | Thrust: 285.61 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 219.31
MET: 00:00:05:546 | Thrust: 399.89 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 229.31
MET: 00:00:05:618 | Thrust: 246.38 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 235.46
MET: 00:00:05:690 | Thrust: 27.79 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 236.16
MET: 00:00:05:762 | Thrust: 224.06 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 241.76
MET: 00:00:05:860 | Thrust: 235.33 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 247.64
MET: 00:00:05:955 | Thrust: 101.54 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 250.18
MET: 00:00:06:041 | Thrust: 48.53 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 251.40
MET: 00:00:06:142 | Thrust: 109.48 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 254.13
MET: 00:00:06:238 | Thrust: 73.09 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 255.96
MET: 00:00:06:330 | Thrust: 12.25 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 256.27
MET: 00:00:06:411 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 256.27
MET: 00:00:06:506 | Thrust: 39.20 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 257.25
MET: 00:00:06:583 | Thrust: 64.17 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 258.85
MET: 00:00:06:663 | Thrust: 10.80 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 259.12
MET: 00:00:06:745 | Thrust: 109.14 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 261.85
MET: 00:00:06:825 | Thrust: 199.96 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 266.85
MET: 00:00:06:910 | Thrust: 156.36 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 270.76
MET: 00:00:07:004 | Thrust: 36.62 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 271.67
MET: 00:00:07:083 | Thrust: 264.30 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 278.28
MET: 00:00:07:171 | Thrust: 349.53 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 287.02
MET: 00:00:07:260 | Thrust: 187.66 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 291.71
MET: 00:00:07:336 | Thrust: 151.85 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 295.51
MET: 00:00:07:423 | Thrust: 371.80 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 304.80
MET: 00:00:07:508 | Thrust: 322.10 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 312.85
MET: 00:00:07:596 | Thrust: 84.46 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 314.97
MET: 00:00:07:683 | Thrust: 151.94 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 318.76
MET: 00:00:07:756 | Thrust: 237.07 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 324.69
MET: 00:00:07:833 | Thrust: 154.98 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 328.56
MET: 00:00:07:902 | Thrust:  7.34 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 328.75
MET: 00:00:07:973 | Thrust: 85.65 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 330.89
