MET: 00:00:00:061 | Thrust: 119.98 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 3.00
MET: 00:00:02:748 | Thrust: 109.26 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 162.20
MET: 00:00:02:814 | Thrust: 62.34 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 163.76
MET: 00:00:02:872 | Thrust: 249.98 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 170.01
MET: 00:00:02:928 | Thrust: 297.95 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 177.45
MET: 00:00:02:983 | Thrust: 125.71 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 180.60
MET: 00:00:03:042 | Thrust: 186.13 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 185.25
MET: 00:00:03:099 | Thrust: 426.74 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 195.92
MET: 00:00:03:155 | Thrust: 331.35 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 204.20
MET: 00:00:03:212 | Thrust: 48.63 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 205.42
MET: 00:00:03:268 | Thrust: 207.42 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 210.60
MET: 00:00:03:322 | Thrust: 279.91 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 217.60
MET: 00:00:03:380 | Thrust: 164.46 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 221.71
MET: 00:00:03:443 | Thrust: 17.13 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 222.14
MET: 00:00:03:511 | Thrust: 127.92 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 225.34
MET: 00:00:03:580 | Thrust: 117.69 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 228.28
MET: 00:00:03:647 | Thrust: 40.70 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 229.30
MET: 00:00:03:708 | Thrust: 12.09 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 229.60
MET: 00:00:03:765 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 229.60
MET: 00:00:03:831 | Thrust: 36.56 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 230.52
MET: 00:00:03:892 | Thrust: 24.60 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 231.13
MET: 00:00:03:952 | Thrust: 60.48 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 232.64
MET: 00:00:04:015 | Thrust: 156.75 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 236.56
MET: 00:00:04:080 | Thrust: 160.56 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 240.58
MET: 00:00:04:146 | Thrust: 21.88 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 241.12
MET: 00:00:04:207 | Thrust: 190.74 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 245.89
MET: 00:00:04:263 | Thrust: 319.94 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 253.89
MET: 00:00:04:324 | Thrust: 234.87 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 259.76
MET: 00:00:04:392 | Thrust: 51.83 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 261.06
MET: 00:00:04:447 | Thrust: 363.11 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 270.13
MET: 00:00:04:510 | Thrust: 388.48 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 279.85
MET: 00:00:04:574 | Thrust: 169.28 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 284.08
MET: 00:00:04:629 | Thrust: 110.08 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 286.83
MET: 00:00:04:691 | Thrust: 260.14 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 293.33
MET: 00:00:04:748 | Thrust: 214.86 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 298.71
MET: 00:00:04:805 | Thrust: 53.02 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 300.03
MET: 00:00:04:863 | Thrust: 86.66 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 302.20
MET: 00:00:04:918 | Thrust: 118.51 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 305.16
MET: 00:00:04:972 | Thrust: 62.05 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 306.71
MET: 00:00:05:028 | Thrust:  1.88 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 306.76
MET: 00:00:05:087 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 306.76
MET: 00:00:05:143 | Thrust: 39.92 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 307.76
MET: 00:00:05:207 | Thrust: 49.46 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 308.99
MET: 00:00:05:261 | Thrust: 20.79 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 309.51
MET: 00:00:05:324 | Thrust: 135.90 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 312.91
MET: 00:00:05:390 | Thrust: 191.95 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 317.71
MET: 00:00:05:453 | Thrust: 103.38 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 320.29
MET: 00:00:05:515 | Thrust: 107.84 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 322.99
MET: 00:00:05:585 | Thrust: 302.24 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 330.55
MET: 00:00:05:646 | Thrust: 314.89 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 338.42
MET: 00:00:05:701 | Thrust: 88.90 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 340.64
MET: 00:00:05:762 | Thrust: 254.43 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 347.00
MET: 00:00:05:826 | Thrust: 397.43 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 356.94
MET: 00:00:05:883 | Thrust: 268.93 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 363.66
MET: 00:00:05:946 | Thrust:  0.93 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 363.68
MET: 00:00:06:010 | Thrust: 208.09 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 368.89
MET: 00:00:06:063 | Thrust: 238.61 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 374.85
MET: 00:00:06:127 | Thrust: 116.59 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 377.77
MET: 00:00:06:182 | Thrust: 34.66 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 378.63
MET: 00:00:06:239 | Thrust: 104.63 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 381.25
MET: 00:00:06:295 | Thrust: 75.71 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 383.14
MET: 00:00:06:352 | Thrust: 15.62 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 383.53
MET: 00:00:06:407 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 383.53
MET: 00:00:06:461 | Thrust: 38.32 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 384.49
MET: 00:00:06:518 | Thrust: 68.19 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 386.19
MET: 00:00:06:574 | Thrust: 21.47 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 386.73
MET: 00:00:06:631 | Thrust: 98.20 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 389.19
MET: 00:00:06:687 | Thrust: 199.52 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 394.17
MET: 00:00:06:747 | Thrust: 172.07 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 398.48
MET: 00:00:06:806 | Thrust: 11.56 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 398.76
MET: 00:00:06:862 | Thrust: 247.05 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 404.94
MET: 00:00:06:927 | Thrust: 355.85 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 413.84
MET: 00:00:06:985 | Thrust: 218.60 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 419.30
MET: 00:00:07:042 | Thrust: 114.19 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 422.16
MET: 00:00:07:093 | Thrust: 357.07 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 431.08
MET: 00:00:07:159 | Thrust: 335.23 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 439.46
MET: 00:00:07:225 | Thrust: 111.81 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 442.26
MET: 00:00:07:287 | Thrust: 130.23 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 445.52
MET: 00:00:07:344 | Thrust: 232.75 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 451.33
MET: 00:00:07:398 | Thrust: 165.70 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 455.48
MET: 00:00:07:456 | Thrust: 21.65 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 456.02
MET: 00:00:07:512 | Thrust: 77.76 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 457.96
MET: 00:00:07:571 | Thrust: 79.97 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 459.96
MET: 00:00:07:628 | Thrust: 27.42 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 460.65
MET: 00:00:07:696 | Thrust: -0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 460.65
MET: 00:00:07:751 | Thrust: 31.97 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 461.45
MET: 00:00:07:807 | Thrust: 78.47 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 463.41
MET: 00:00:07:861 | Thrust: 61.08 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 464.93
MET: 00:00:07:923 | Thrust: 48.31 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 466.14
MET: 00:00:07:975 | Thrust: 182.34 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 470.70
MET: 00:00:08:030 | Thrust: 219.40 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 476.19
MET: 00:00:08:090 | Thrust: 86.15 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 478.34
MET: 00:00:08:151 | Thrust: 161.20 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 482.37
MET: 00:00:08:213 | Thrust: 352.67 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 491.19
MET: 00:00:08:271 | Thrust: 321.18 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 499.22
MET: 00:00:08:328 | Thrust: 40.22 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 500.22
MET: 00:00:08:391 | Thrust: 272.41 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 507.03
MET: 00:00:08:443 | Thrust: 359.93 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 516.03
MET: 00:00:08:502 | Thrust: 208.83 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 521.25
MET: 00:00:08:563 | Thrust: 36.21 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 522.16
MET: 00:00:08:621 | Thrust: 198.03 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 527.11
MET: 00:00:08:682 | Thrust: 194.25 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 531.96
MET: 00:00:08:742 | Thrust: 75.27 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 533.85
MET: 00:00:08:801 | Thrust: 41.25 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 534.88
MET: 00:00:08:862 | Thrust: 74.32 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 536.73
MET: 00:00:08:927 | Thrust: 35.81 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 537.63
MET: 00:00:08:981 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 537.63
MET: 00:00:09:043 | Thrust: 21.66 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 538.17
MET: 00:00:09:105 | Thrust: 79.00 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 540.15
MET: 00:00:09:166 | Thrust: 93.10 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 542.47
MET: 00:00:09:227 | Thrust:  7.57 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 542.66
MET: 00:00:09:292 | Thrust: 142.54 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 546.23
MET: 00:00:09:356 | Thrust: 239.52 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 552.21
MET: 00:00:09:411 | Thrust: 173.18 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 556.54
MET: 00:00:09:468 | Thrust: 55.37 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 557.93
MET: 00:00:09:524 | Thrust: 305.74 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 565.57
MET: 00:00:09:577 | Thrust: 383.92 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 575.17
MET: 00:00:09:632 | Thrust: 189.63 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 579.91
MET: 00:00:09:695 | Thrust: 153.97 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 583.76
MET: 00:00:09:749 | Thrust: 339.99 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 592.26
MET: 00:00:09:806 | Thrust: 279.94 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 599.26
MET: 00:00:09:863 | Thrust: 62.30 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 600.82
MET: 00:00:09:925 | Thrust: 138.73 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 604.28
MET: 00:00:09:980 | Thrust: 198.71 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 609.25
MET: 00:00:10:038 | Thrust: 119.55 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 612.24
MET: 00:00:10:100 | Thrust:  0.38 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 612.25
MET: 00:00:10:162 | Thrust: 59.44 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 613.74
MET: 00:00:10:215 | Thrust: 39.77 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 614.73
MET: 00:00:10:275 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 614.73
MET: 00:00:10:332 | Thrust:  8.65 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 614.95
MET: 00:00:10:389 | Thrust: 69.74 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 616.69
MET: 00:00:10:440 | Thrust: 113.58 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 619.53
MET: 00:00:10:502 | Thrust: 62.51 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 621.09
MET: 00:00:10:567 | Thrust: 85.06 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 623.22
MET: 00:00:10:625 | Thrust: 229.93 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 628.97
MET: 00:00:10:678 | Thrust: 238.72 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 634.93
MET: 00:00:10:735 | Thrust: 57.34 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 636.37
MET: 00:00:10:796 | Thrust: 220.88 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 641.89
MET: 00:00:10:851 | Thrust: 399.03 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 651.87
MET: 00:00:10:912 | Thrust: 315.53 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 659.75
MET: 00:00:10:976 | Thrust: 16.42 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 660.16
MET: 00:00:11:041 | Thrust: 277.87 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 667.11
MET: 00:00:11:098 | Thrust: 316.33 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 675.02
MET: 00:00:11:154 | Thrust: 153.08 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 678.85
MET: 00:00:11:214 | Thrust: 62.23 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 680.40
MET: 00:00:11:279 | Thrust: 178.51 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 684.86
MET: 00:00:11:341 | Thrust: 149.00 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 688.59
MET: 00:00:11:397 | Thrust: 41.96 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 689.64
MET: 00:00:11:461 | Thrust: 37.19 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 690.57
MET: 00:00:11:524 | Thrust: 38.79 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 691.54
MET: 00:00:11:585 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 691.54
MET: 00:00:11:644 | Thrust:  5.42 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 691.67
MET: 00:00:11:699 | Thrust: 51.83 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 692.97
MET: 00:00:11:753 | Thrust: 119.96 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 695.97
MET: 00:00:11:809 | Thrust: 109.70 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 698.71
MET: 00:00:11:875 | Thrust: 17.03 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 699.14
MET: 00:00:11:936 | Thrust: 191.81 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 703.93
MET: 00:00:11:991 | Thrust: 274.65 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 710.80
MET: 00:00:12:052 | Thrust: 162.93 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 714.87
MET: 00:00:12:112 | Thrust: 108.62 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 717.59
MET: 00:00:12:174 | Thrust: 364.64 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 726.70
MET: 00:00:12:230 | Thrust: 402.28 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 736.76
MET: 00:00:12:290 | Thrust: 123.16 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 739.84
MET: 00:00:12:345 | Thrust: 181.28 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 744.37
MET: 00:00:12:401 | Thrust: 313.47 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 752.21
MET: 00:00:12:455 | Thrust: 224.87 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 757.83
MET: 00:00:12:511 | Thrust: 21.99 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 758.38
MET: 00:00:12:582 | Thrust: 136.17 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 761.78
MET: 00:00:12:639 | Thrust: 159.97 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 765.78
MET: 00:00:12:695 | Thrust: 78.33 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 767.74
MET: 00:00:12:752 | Thrust: 10.33 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 768.00
MET: 00:00:12:817 | Thrust: 33.00 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 768.82
MET: 00:00:12:881 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 768.82
MET: 00:00:12:942 | Thrust: 18.83 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 769.30
MET: 00:00:12:995 | Thrust: 27.48 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 769.98
MET: 00:00:13:061 | Thrust: 111.47 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 772.77
MET: 00:00:13:117 | Thrust: 143.28 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 776.35
MET: 00:00:13:181 | Thrust: 53.11 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 777.68
MET: 00:00:13:247 | Thrust: 129.90 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 780.93
MET: 00:00:13:312 | Thrust: 276.50 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 787.84
MET: 00:00:13:372 | Thrust: 248.32 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 794.05
MET: 00:00:13:425 | Thrust: 17.12 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 794.47
MET: 00:00:13:489 | Thrust: 285.02 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 801.60
