MET: 00:00:02:916 | Thrust: 33.08 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 0.03
MET: 00:00:08:404 | Thrust: 352.91 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 285.65
MET: 00:00:08:462 | Thrust: 162.14 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 289.70
MET: 00:00:08:533 | Thrust: 85.25 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 291.83
MET: 00:00:08:593 | Thrust: 219.07 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 297.31
MET: 00:00:08:646 | Thrust: 182.62 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 301.88
MET: 00:00:08:703 | Thrust: 48.82 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 303.10
MET: 00:00:08:765 | Thrust: 60.73 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 304.61
MET: 00:00:08:836 | Thrust: 78.41 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 306.57
MET: 00:00:08:898 | Thrust: 32.05 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 307.38
MET: 00:00:08:961 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 307.38
MET: 00:00:09:019 | Thrust: 27.32 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 308.06
MET: 00:00:09:080 | Thrust: 79.98 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 310.06
MET: 00:00:09:141 | Thrust: 78.07 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 312.01
MET: 00:00:09:206 | Thrust: 21.11 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 312.54
MET: 00:00:09:274 | Thrust: 165.32 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 316.67
MET: 00:00:09:335 | Thrust: 232.95 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 322.50
MET: 00:00:09:395 | Thrust: 131.07 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 325.77
MET: 00:00:09:461 | Thrust: 110.80 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 328.54
MET: 00:00:09:525 | Thrust: 334.78 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 336.91
MET: 00:00:09:582 | Thrust: 357.67 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 345.85
MET: 00:00:09:638 | Thrust: 115.62 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 348.74
MET: 00:00:09:694 | Thrust: 217.47 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 354.18
MET: 00:00:09:753 | Thrust: 355.67 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 363.07
MET: 00:00:09:813 | Thrust: 247.73 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 369.27
MET: 00:00:09:876 | Thrust: 12.51 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 369.58
MET: 00:00:09:939 | Thrust: 171.50 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 373.87
MET: 00:00:09:995 | Thrust: 199.57 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 378.85
MET: 00:00:10:052 | Thrust: 98.62 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 381.32
MET: 00:00:10:115 | Thrust: 21.08 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 381.85
MET: 00:00:10:173 | Thrust: 68.05 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 383.55
MET: 00:00:10:230 | Thrust: 38.36 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 384.51
MET: 00:00:10:283 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 384.51
MET: 00:00:10:342 | Thrust: 15.49 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 384.89
MET: 00:00:10:399 | Thrust: 75.62 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 386.79
MET: 00:00:10:456 | Thrust: 104.82 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 389.41
MET: 00:00:10:511 | Thrust: 35.18 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 390.29
MET: 00:00:10:566 | Thrust: 116.04 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 393.19
MET: 00:00:10:627 | Thrust: 238.52 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 399.15
MET: 00:00:10:686 | Thrust: 208.72 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 404.37
MET: 00:00:10:746 | Thrust:  0.15 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 404.37
MET: 00:00:10:810 | Thrust: 268.12 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 411.07
MET: 00:00:10:872 | Thrust: 397.58 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 421.01
MET: 00:00:10:930 | Thrust: 255.64 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 427.41
MET: 00:00:10:993 | Thrust: 87.58 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 429.59
MET: 00:00:11:053 | Thrust: 314.30 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 437.45
MET: 00:00:11:116 | Thrust: 302.59 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 445.02
MET: 00:00:11:180 | Thrust: 108.71 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 447.73
MET: 00:00:11:239 | Thrust: 102.65 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 450.30
MET: 00:00:11:300 | Thrust: 191.76 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 455.10
MET: 00:00:11:365 | Thrust: 136.19 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 458.50
MET: 00:00:11:427 | Thrust: 21.19 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 459.03
MET: 00:00:11:488 | Thrust: 49.25 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 460.26
MET: 00:00:11:552 | Thrust: 39.91 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 461.26
MET: 00:00:11:609 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 461.26
MET: 00:00:11:665 | Thrust:  1.75 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 461.30
MET: 00:00:11:721 | Thrust: 61.88 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 462.85
MET: 00:00:11:785 | Thrust: 118.57 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 465.81
MET: 00:00:11:842 | Thrust: 87.12 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 467.99
MET: 00:00:11:898 | Thrust: 52.37 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 469.30
MET: 00:00:11:955 | Thrust: 214.50 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 474.66
MET: 00:00:12:009 | Thrust: 260.49 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 481.18
MET: 00:00:12:061 | Thrust: 111.09 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 483.95
MET: 00:00:12:116 | Thrust: 168.21 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 488.16
MET: 00:00:12:172 | Thrust: 388.16 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 497.86
MET: 00:00:12:229 | Thrust: 363.95 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 506.96
MET: 00:00:12:284 | Thrust: 53.17 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 508.29
MET: 00:00:12:341 | Thrust: 233.95 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 514.14
MET: 00:00:12:395 | Thrust: 319.92 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 522.14
MET: 00:00:12:453 | Thrust: 191.43 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 526.92
MET: 00:00:12:511 | Thrust: 21.07 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 527.45
MET: 00:00:12:567 | Thrust: 160.16 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 531.45
MET: 00:00:12:620 | Thrust: 156.86 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 535.37
MET: 00:00:12:680 | Thrust: 60.83 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 536.90
MET: 00:00:12:737 | Thrust: 24.34 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 537.50
MET: 00:00:12:791 | Thrust: 36.51 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 538.42
MET: 00:00:12:845 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 538.42
MET: 00:00:12:905 | Thrust: 12.22 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 538.72
MET: 00:00:12:962 | Thrust: 40.47 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 539.73
MET: 00:00:13:019 | Thrust: 117.61 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 542.67
MET: 00:00:13:075 | Thrust: 128.24 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 545.88
MET: 00:00:13:129 | Thrust: 17.80 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 546.32
MET: 00:00:13:184 | Thrust: 163.87 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 550.42
MET: 00:00:13:238 | Thrust: 279.94 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 557.42
MET: 00:00:13:293 | Thrust: 208.25 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 562.63
MET: 00:00:13:349 | Thrust: 47.42 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 563.81
MET: 00:00:13:408 | Thrust: 330.59 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 572.08
MET: 00:00:13:463 | Thrust: 427.10 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 582.75
MET: 00:00:13:518 | Thrust: 187.32 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 587.44
MET: 00:00:13:575 | Thrust: 124.57 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 590.55
MET: 00:00:13:630 | Thrust: 297.56 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 597.99
MET: 00:00:13:687 | Thrust: 250.40 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 604.25
MET: 00:00:13:743 | Thrust: 63.12 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 605.83
MET: 00:00:13:796 | Thrust: 108.69 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 608.55
MET: 00:00:13:856 | Thrust: 158.07 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 612.50
MET: 00:00:13:915 | Thrust: 92.92 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 614.82
MET: 00:00:13:969 | Thrust:  3.59 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 614.91
MET: 00:00:14:026 | Thrust: 28.58 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 615.62
MET: 00:00:14:079 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 615.62
MET: 00:00:14:135 | Thrust: 24.66 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 616.24
MET: 00:00:14:189 | Thrust: 14.03 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 616.59
MET: 00:00:14:240 | Thrust: 102.06 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 619.14
MET: 00:00:14:296 | Thrust: 153.46 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 622.98
MET: 00:00:14:352 | Thrust: 85.76 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 625.12
MET: 00:00:14:407 | Thrust: 92.91 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 627.45
MET: 00:00:14:461 | Thrust: 264.66 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 634.06
MET: 00:00:14:519 | Thrust: 279.57 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 641.05
MET: 00:00:14:575 | Thrust: 79.25 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 643.03
MET: 00:00:14:632 | Thrust: 232.01 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 648.83
MET: 00:00:14:691 | Thrust: 437.28 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 659.77
MET: 00:00:14:750 | Thrust: 298.24 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 667.22
MET: 00:00:14:806 | Thrust:  0.26 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 667.23
MET: 00:00:14:871 | Thrust: 238.28 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 673.19
MET: 00:00:14:924 | Thrust: 278.31 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 680.14
MET: 00:00:14:977 | Thrust: 139.49 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 683.63
MET: 00:00:15:034 | Thrust: 43.74 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 684.72
MET: 00:00:15:090 | Thrust: 139.67 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 688.22
MET: 00:00:15:142 | Thrust: 113.48 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 691.05
MET: 00:00:15:198 | Thrust: 31.08 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 691.83
MET: 00:00:15:252 | Thrust: 17.10 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 692.26
MET: 00:00:15:309 | Thrust:  0.00 | Chamber Pres: 100.00 | Throttle: 0.00 | Total Impulse: 692.26
MET: 00:00:15:361 | Thrust: 34.05 | Chamber Pres: 99.80 | Throttle: 0.00 | Total Impulse: 693.11
MET: 00:00:15:414 | Thrust: 14.15 | Chamber Pres: 99.21 | Throttle: 0.00 | Total Impulse: 693.46
MET: 00:00:15:469 | Thrust: 73.85 | Chamber Pres: 98.23 | Throttle: 0.00 | Total Impulse: 695.31
MET: 00:00:15:525 | Thrust: 159.64 | Chamber Pres: 96.86 | Throttle: 0.00 | Total Impulse: 699.30
MET: 00:00:15:577 | Thrust: 143.08 | Chamber Pres: 95.11 | Throttle: 0.00 | Total Impulse: 702.88
MET: 00:00:15:633 | Thrust: 10.43 | Chamber Pres: 92.98 | Throttle: 0.00 | Total Impulse: 703.14
MET: 00:00:15:689 | Thrust: 216.55 | Chamber Pres: 90.49 | Throttle: 0.00 | Total Impulse: 708.55
MET: 00:00:15:745 | Thrust: 316.21 | Chamber Pres: 87.64 | Throttle: 0.00 | Total Impulse: 716.46
MET: 00:00:15:799 | Thrust: 196.08 | Chamber Pres: 84.45 | Throttle: 0.00 | Total Impulse: 721.36
MET: 00:00:15:855 | Thrust: 104.65 | Chamber Pres: 80.92 | Throttle: 0.00 | Total Impulse: 723.97
MET: 00:00:15:908 | Thrust: 393.20 | Chamber Pres: 77.07 | Throttle: 0.00 | Total Impulse: 733.80
